Title,Description,Price,Manufactured Year,Region
"Chevrolet Matiz Best, 2 позиция","2009г., 1 л, Газ-бензин, 490 000 км, Жёлтый, Хэтчбек, КПП Механика, Противотуманки, Велюр, Аудиосистема, Сигнализация, Центроз…",3000,2009,Андижан
Chevrolet Niva,"2005г., Газ-бензин, 112 213 км, Серебристый, Внедорожник, КПП Механика, Встроенный телефон, Bluetooth, MP3, USB, Зимний режим,…",4604,2005,Самарканд
Chevrolet Niva,"2005г., 2 л, Газ-бензин, 112 213 км, Серебристый, Внедорожник, КПП Механика, Встроенный телефон, Bluetooth, MP3, USB",4604,2005,Самарканд
Daewoo Damas,"Торг есть 1999г., Газ-бензин, Красный, КПП Механика",3223,1999,Самарканд
Daewoo Damas,"Торг есть 1999г., Газ-бензин, Красный, КПП Механика",3223,1999,Навои
"Chevrolet Nexia 2, 1 позиция SOHC","2016г., 1.5 л, Бензин, 75 км, Седан, КПП Механика, Кожа, Аудиосистема, Toza",7366,2016,Джизак
ВАЗ (Lada) 2101,"Есть доставкаТорг есть 1979г., Газ-бензин, Сахара, Седан, КПП Механика, Литые диски, Дневные ходовые огни, Комбинированный, Аудиосистема, Qilish kere…",1500,1979,Ташкент
Daewoo Nexia,"Торг есть 1997г., Газ-бензин, Белый, Седан, КПП Механика",3500,1997,Наманган
"Chevrolet Lacetti, 3 позиция","Торг есть 2009г., 1.8 л, Газ-бензин, 35 000 км, Седан, КПП Автомат, Литые диски, Люк, Панорамная крыша, Фаркоп, Противотуманки, Обогрев…",8287,2009,Багатский район
"Chevrolet Lacetti, 2 позиция","2011г., 1.8 л, Газ-бензин, 200 000 км, Белый, Седан, КПП Механика, Противотуманки, Обогрев зеркал, Аудиосистема, Гидравлика ру…",7800,2011,Шахрисабзский район
Ford Transit,"Торг есть 1992г., Дизель, Фургон, КПП Механика, 4 ta Ballon yangi akumlyatir yangi Yurub turgan moshin",5500,1992,Карши
"Chevrolet Cobalt, 4 евро позиция","Торг есть 2022г., 1.5 л, Бензин, 9 км, Белый, Седан, КПП Автомат, Литые диски, Люк, Рейлинги, Противотуманки, Обогрев зеркал, Аудиосисте…",13000,2022,Карши
Daewoo Tico,"Торг есть 1996г., Бензин, 260 556 км, Жёлтый, Хэтчбек, КПП Автомат, Литые диски, Ксенон, Корректор фар, Велюр, Аудиосистема, CD, USB, Бе…",2394,1996,Джизак
ВАЗ (Lada) 2106,"1988г., Газ-бензин, Молочный цвет, Седан, КПП Механика, Dvigatel raqamsiz benzin metan",1659,1988,Кумкурганский район
Daewoo Matiz (Standart),"Торг есть 2009г., 2 л, Бензин, 160 000 км, Седан, КПП Механика, Велюр, Аудиосистема, CD-чейнджер, Гидравлика руля, Техосмотр пройден, Вл…",3700,2009,Карши
"Chevrolet Lacetti, 3 позиция","2022г., 1.6 л, Газ-бензин, 1 000 км, Белый, Седан, КПП Автомат, Литые диски, Люк, Противотуманки, Обогрев зеркал, Аудиосистема…",16500,2022,Фергана
"Chevrolet Lacetti, 2 позиция","2009г., 1.8 л, Газ-бензин, 220 000 км, Серебристый, Седан, КПП Механика, Противотуманки, Обогрев зеркал, Шторки, Аудиосистема,…",7700,2009,Ташкент
ВАЗ (Lada) 2106,"Торг есть 1988г., Газ-бензин, Молочный цвет, Седан, КПП Механика, Dvigatel raqamsiz benzin metan",1659,1988,Кумкурганский район
Daewoo Nexia,"Торг есть 2006г., 1.6 л, Газ-бензин, Хэтчбек, КПП Механика",3700,2006,Андижан
"Chevrolet Lacetti, 1 позиция","Торг есть 2012г., 1.8 л, Бензин, 137 000 км, Седан, КПП Механика, Обогрев зеркал, Комбинированный, Аудиосистема, DVD-чейнджер, Гидравлик…",8100,2012,Ташкент
Daewoo Tico,"Торг есть 1998г., Газ-бензин, 258 000 км, Красный, Седан, КПП Механика",2762,1998,Самарканд
Mercedes-Benz 190,"Есть доставкаТорг есть 1990г., Газ-бензин, 500 км, Серебристый, Седан, КПП Механика, Chaqasi bor",3200,1990,Ташкент
"Chevrolet Matiz, 1 позиция","Торг есть 2014г., 0.8 л, Газ-бензин, 2 000 км, Жёлтый, Хэтчбек, КПП Механика, Спойлер, Биксенон, Велюр, Аудиосистема, Бесключевой доступ…",4000,2014,Навои
Ford Scorpio,"1988г., 2 л, Газ-бензин, Серый, Универсал, КПП Механика, Велюр, MP3, CD, Спортивный режим, Бортовой компьютер, Гидравлика руля…",1800,1988,Жалалкудукский район
"Chevrolet Matiz, 4 позиция","Торг есть 2009г., 0.8 л, Бензин, 374 000 км, Белый, Хэтчбек, КПП Механика, Рейлинги, Литые диски, Противотуманки, Аудиосистема, Кондицио…",4000,2009,Узбекистанский район
Toyota Land Cruiser,"2019г., 4.6 л, Бензин, 53 000 км, Белый, Внедорожник, КПП Автомат",85000,2019,Ташкент
ВАЗ (Lada) 2106,"1988г., Газ, 94 866 км, Молочный цвет, Седан, КПП Механика, MP3, Lotka boyalgan. Tom radnoy yurishlari yaxshi. Matori qilingan…",2210,1988,Самарканд
"Chevrolet Lacetti, 3 позиция","2020г., 1.6 л, Бензин, 43 000 км, Седан, КПП Автомат, Литые диски, Люк, Панорамная крыша, Противотуманки, Обогрев зеркал, Штор…",14200,2020,Ташкент
"Chevrolet Matiz, 2 позиция","Торг есть 2009г., 0.8 л, Бензин, 370 000 км, Хэтчбек, КПП Механика, Аудиосистема, Кузовда иши бор азгина Матор зор идеал клинган 4Та бал…",3160,2009,Ташкент
"Chevrolet Nexia 3, 2 позиция","Торг есть 2020г., 1.5 л, Бензин, 19 000 км, Седан, КПП Механика, Противотуманки, Аудиосистема, Гидравлика руля, ABS, Подушка безопасност…",9100,2020,Наманган
ВАЗ (Lada) 2106,"1983г., Бензин, 1 111 км, Молочный цвет, Седан, КПП Механика, Iltimos olish niyat bosa qilila moshi tayor holata yengi mator b…",500,1983,Ташкент
Chevrolet Damas,"Торг есть 2022г., Бензин, 405 км, Серый, Пикап, КПП Механика, Мошина йенги 400км йурган",8000,2022,Гулистан
ВАЗ (Lada) 2101,"Торг есть 1974г., 1.4 л, Газ, 34 779 км, Белый, Внедорожник, КПП Механика, Техосмотр пройден, Xolati yaxshi yurib turibdi ozgina xarajat…",921,1974,Тайлакский район
"Chevrolet Matiz, 1 позиция","Есть доставкаТорг есть 2014г., 0.8 л, Газ-бензин, 2 222 км, Жёлтый, Внедорожник, КПП Механика, Литые диски, Биксенон, Велюр, Аудиосистема, Автозапуск…",4000,2014,Навои
Chevrolet Damas,"2021г., 0.8 л, Бензин, 300 км, Хэтчбек, КПП Механика, Кожа, Шторки, Salon yangi dekabr",8287,2021,Ташкент
BMW 524,"Торг есть 1983г., 1.5 л, Дизель, 200 000 км, Серебристый, Седан, КПП Механика, Багажник, Противотуманки, Шторки, MP3, Гидравлика руля, Т…",2302,1983,Зарафшан
Chevrolet Damas,"2021г., Бензин, 236 км, Хэтчбек, КПП Механика, Кожа, Шторки, Salom toza va chixol lilonim, polik lari bor",8300,2021,Ташкент
ГАЗ 3110 (Волга),"Есть доставкаТорг есть 1998г., 2 л, Газ-бензин, 140 000 км, Зеленый, Седан, КПП Механика, Машина на ходу, цельнометаллический газовый метановый балло…",2500,1998,Наманган
